SMILES,COc1cccc(F)c1C(=O)N1CCOC(C#N)C1,Druglikeness
Cc1nc(-n2cccc2)sc1C(=O)N1CCN(CC(=O)c2ccco2)CC1,Cc1nc(-n2cccc2)sc1C(=O)N1CCN(CC(=O)c2ccco2)CC1,9.1393
Fc1ccc(C2c3nc[nH]c3CC[NH+]2CC2CC2)c(Cl)c1,Fc1ccc(C2c3nc[nH]c3CC[NH+]2CC2CC2)c(Cl)c1,0.46223
CC(CS(C)(=O)=O)N(C)C(=O)COc1ccc(Br)cc1,CC(CS(C)(=O)=O)N(C)C(=O)COc1ccc(Br)cc1,0.65818
CCC(C(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1)N(c1ccccc1)S(C)(=O)=O,CCC(C(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1)N(c1ccccc1)S(C)(=O)=O,3.6608
COC(=O)C1CN(C(=O)C2(c3ccccc3)CC2)CC1C,COC(=O)C1CN(C(=O)C2(c3ccccc3)CC2)CC1C,3.4151
CCC(CSC)N(C)C(=O)C(C)CS(C)(=O)=O,CCC(CSC)N(C)C(=O)C(C)CS(C)(=O)=O,1.9115
CC(OC(=O)c1cc(N2CCCC2=O)ccc1Cl)C1CCCO1,CC(OC(=O)c1cc(N2CCCC2=O)ccc1Cl)C1CCCO1,0.55277
COc1ccc(C(NC(=O)C2CC(C)OC(C)C2)c2ccccc2Cl)cc1,COc1ccc(C(NC(=O)C2CC(C)OC(C)C2)c2ccccc2Cl)cc1,4.1072
Cc1[nH+]cn(CC(C)[NH2+]CC(O)c2ccc(Cl)cc2)c1C,Cc1[nH+]cn(CC(C)[NH2+]CC(O)c2ccc(Cl)cc2)c1C,0.1985
COc1cccc(-n2cc(CN(C)C(=O)c3cn(CC4CCCCC4)nn3)cn2)c1,COc1cccc(-n2cc(CN(C)C(=O)c3cn(CC4CCCCC4)nn3)cn2)c1,-1.9626
O=C(C1CC(=O)N(c2cccc(F)c2)C1)N(CCc1ccccc1)Cc1ccccc1,O=C(C1CC(=O)N(c2cccc(F)c2)C1)N(CCc1ccccc1)Cc1ccccc1,3.6399
CCC(NC(=O)c1ccc(OC)cc1)C1[NH+]=c2ccccc2=[NH+]1,CCC(NC(=O)c1ccc(OC)cc1)C1[NH+]=c2ccccc2=[NH+]1,2.7757
COc1ccc(Cl)cc1CSc1cc(F)ccc1N,COc1ccc(Cl)cc1CSc1cc(F)ccc1N,-2.0013
CCCCC(C)[NH2+]C(C)c1ccc(C)c(F)c1,CCCCC(C)[NH2+]C(C)c1ccc(C)c(F)c1,-8.8624
O=C1C2CCC(CN(c3nc4ccccc4cc3CO)C2)N1CC1CCC1,O=C1C2CCC(CN(c3nc4ccccc4cc3CO)C2)N1CC1CCC1,3.8205
c1cc(N2CCCCCC2)ncc1C[NH2+]Cc1ccc2c(c1)CCO2,c1cc(N2CCCCCC2)ncc1C[NH2+]Cc1ccc2c(c1)CCO2,-3.0267
CC(C)CC(CNc1ccccc1C(N)=O)C(=O)[O-],CC(C)CC(CNc1ccccc1C(N)=O)C(=O)[O-],2.5016
COc1cccc(C[NH2+]C(C)c2ccc(Cl)cc2)c1,COc1cccc(C[NH2+]C(C)c2ccc(Cl)cc2)c1,-1.909
NC(=O)c1ccc(OCC(=O)N2CC3C[NH+]4CCCCC4C3C2)cc1,NC(=O)c1ccc(OCC(=O)N2CC3C[NH+]4CCCCC4C3C2)cc1,1.252
COc1ccc(OC)c(CN2CCCn3cccc3C2c2ccccc2C)c1,COc1ccc(OC)c(CN2CCCn3cccc3C2c2ccccc2C)c1,3.3807
O=[N+]([O-])c1cc(C[NH2+]Cc2cccnc2)ccc1Br,O=[N+]([O-])c1cc(C[NH2+]Cc2cccnc2)ccc1Br,-8.931
CCC(=O)NC1CS(=O)(=O)Cc2ccccc21,CCC(=O)NC1CS(=O)(=O)Cc2ccccc21,-0.54933
C#Cc1cccc(NC(=O)NC2CCS(=O)(=O)C2)c1,C#Cc1cccc(NC(=O)NC2CCS(=O)(=O)C2)c1,-1.3405
O=C(c1cc(-c2ccccc2)no1)N1CCCC(c2cc(=O)[nH]cn2)C1,O=C(c1cc(-c2ccccc2)no1)N1CCCC(c2cc(=O)[nH]cn2)C1,4.1306
CCn1c(CC(N)c2cnccn2)nc2ccccc21,CCn1c(CC(N)c2cnccn2)nc2ccccc21,1.9451
CCC1CCCCN1c1nc2c(c(=O)[nH]1)C(C(=O)Nc1ccc3c(c1)OCO3)CC(=O)N2,CCC1CCCCN1c1nc2c(c(=O)[nH]1)C(C(=O)Nc1ccc3c(c1)OCO3)CC(=O)N2,3.7202
Cc1cc(Oc2ccc(F)cc2Cl)ccc1S(N)(=O)=O,Cc1cc(Oc2ccc(F)cc2Cl)ccc1S(N)(=O)=O,-1.4764
CCOCCCN1C(=O)C(=Cc2c(Cl)cccc2Cl)NC1=S,CCOCCCN1C(=O)C(=Cc2c(Cl)cccc2Cl)NC1=S,2.4987
COc1ccc(C=CC(=O)NC2CC3CCC2C3)cc1,COc1ccc(C=CC(=O)NC2CC3CCC2C3)cc1,0.17254
COc1ccc(CNC(=O)C2CC(C)=C(C)CC2C(=O)[O-])cc1OC,COc1ccc(CNC(=O)C2CC(C)=C(C)CC2C(=O)[O-])cc1OC,1.8022
CCCN1C(=O)C(O)(CC(=O)c2ccc(OC)c(OC)c2)c2cc(Br)ccc21,CCCN1C(=O)C(O)(CC(=O)c2ccc(OC)c(OC)c2)c2cc(Br)ccc21,3.3873
Cc1ccc(SCC(=O)Cc2[nH+]ccn2C)cc1,Cc1ccc(SCC(=O)Cc2[nH+]ccn2C)cc1,2.5993
NC(=O)C1CCCCN1S(=O)(=O)NCc1ccccc1,NC(=O)C1CCCCN1S(=O)(=O)NCc1ccccc1,2.6261
O=C(Nc1ccccc1C(=O)NCCC1=CCCCC1)c1ccco1,O=C(Nc1ccccc1C(=O)NCCC1=CCCCC1)c1ccco1,-3.8324
c1ccc(Cc2nc(Cn3cc(-c4cncnc4)nn3)cs2)cc1,c1ccc(Cc2nc(Cn3cc(-c4cncnc4)nn3)cs2)cc1,-0.15296
C=CCOCC1CCN(S(=O)(=O)c2c(C)cc(C)cc2C)CC1,C=CCOCC1CCN(S(=O)(=O)c2c(C)cc(C)cc2C)CC1,-14.009
CN(C(=O)C1CCN(S(=O)(=O)c2ccccc2)CC1)C1CCCCC1,CN(C(=O)C1CCN(S(=O)(=O)c2ccccc2)CC1)C1CCCCC1,-6.2381
CC(C([O-])=Nc1ncn[nH]1)S(=O)(=O)c1ccc(F)cc1,CC(C([O-])=Nc1ncn[nH]1)S(=O)(=O)c1ccc(F)cc1,0.30627
Cc1ccccc1-n1nnnc1SCC(=O)N(C)Cc1cc(=O)[nH]c2ccccc12,Cc1ccccc1-n1nnnc1SCC(=O)N(C)Cc1cc(=O)[nH]c2ccccc12,3.5285
CC[NH+](CCO)Cc1cn[nH]c1-c1ccc(Cl)cc1Cl,CC[NH+](CCO)Cc1cn[nH]c1-c1ccc(Cl)cc1Cl,2.2068
CC(=NNC(=O)c1ccco1)C(C)C,CC(=NNC(=O)c1ccco1)C(C)C,1.566
COCCCOc1cccc(NC(=O)N2CCCCC2CO)c1,COCCCOc1cccc(NC(=O)N2CCCCC2CO)c1,-1.8307
FC(F)(F)c1cc(-c2ccc(C3C=CN=N3)o2)cc(C(F)(F)F)c1,FC(F)(F)c1cc(-c2ccc(C3C=CN=N3)o2)cc(C(F)(F)F)c1,-10.32
COc1ccc([N-]S(=O)(=O)c2c(F)cccc2F)cc1OCc1cn2ccccc2n1,COc1ccc([N-]S(=O)(=O)c2c(F)cccc2F)cc1OCc1cn2ccccc2n1,-1.5076
CC(Nc1ccc(Br)cc1)c1nnc(-c2cccs2)o1,CC(Nc1ccc(Br)cc1)c1nnc(-c2cccs2)o1,2.443
CC(C)OC(=O)C(C)CNC(=O)C(C#N)=Cc1ccco1,CC(C)OC(=O)C(C)CNC(=O)C(C#N)=Cc1ccco1,-2.8118
Cc1ccccc1-c1nnc2n1N=C(c1ccc([N+](=O)[O-])cc1)CS2,Cc1ccccc1-c1nnc2n1N=C(c1ccc([N+](=O)[O-])cc1)CS2,-2.4016
CCOc1ccc(NC(=O)Cc2n[nH]c(=O)c3ccccc23)cc1S(=O)(=O)N(C)C,CCOc1ccc(NC(=O)Cc2n[nH]c(=O)c3ccccc23)cc1S(=O)(=O)N(C)C,1.725
O=C(CSc1nnc(-c2ccncc2)n1-c1ccccc1)NC1CC1,O=C(CSc1nnc(-c2ccncc2)n1-c1ccccc1)NC1CC1,4.3101
Cc1ccc2[nH]c3c(c2c1)CC[NH2+]C31C(=O)N(C)c2ccc(Br)cc21,Cc1ccc2[nH]c3c(c2c1)CC[NH2+]C31C(=O)N(C)c2ccc(Br)cc21,1.6796
CN(C)C(=O)CCNC(=O)NC1CCC(C)(C)CC1,CN(C)C(=O)CCNC(=O)NC1CCC(C)(C)CC1,2.0531
CC1(C)C(C(=O)NCC2CCCC2CO)C1(C)C,CC1(C)C(C(=O)NCC2CCCC2CO)C1(C)C,-8.8398
CCCCN(CC)C(=O)C1c2ccccc2C(=O)N2CCc3ccccc3C12,CCCCN(CC)C(=O)C1c2ccccc2C(=O)N2CCc3ccccc3C12,4.255
Cc1cc(NC(=O)c2cc(C3CC3)nc3onc(C)c23)on1,Cc1cc(NC(=O)c2cc(C3CC3)nc3onc(C)c23)on1,3.4914
COc1cc(OC)cc(-c2ccc(C(=O)[O-])o2)c1,COc1cc(OC)cc(-c2ccc(C(=O)[O-])o2)c1,1.2025
CCC(C)C([NH2+]C)c1ccncn1,CCC(C)C([NH2+]C)c1ccncn1,-0.67171
CCNc1nnc(SC(C)C(=O)NCc2ccccc2F)s1,CCNc1nnc(SC(C)C(=O)NCc2ccccc2F)s1,4.1917
CC1CCC(NC(=O)C(=O)N2CC(C)c3ccccc32)CC1,CC1CCC(NC(=O)C(=O)N2CC(C)c3ccccc32)CC1,2.7741
Cc1nn(C)cc1CN1CC(c2ccccc2Cl)OCC1C,Cc1nn(C)cc1CN1CC(c2ccccc2Cl)OCC1C,5.9546
O=c1[nH]c(Cc2nc3ccccc3[nH]2)nc2cc3ccccc3cc12,O=c1[nH]c(Cc2nc3ccccc3[nH]2)nc2cc3ccccc3cc12,1.8785
COC(=O)C1[NH+]=C(C)NC1C,COC(=O)C1[NH+]=C(C)NC1C,0.10671
CC(Sc1ccc([N+](=O)[O-])cc1)C(=O)NCC(C)(O)C(C)C,CC(Sc1ccc([N+](=O)[O-])cc1)C(=O)NCC(C)(O)C(C)C,-1.3708
CCOC(=O)C1(NC(=O)C2CCCN(c3cnccn3)C2)CCCC1,CCOC(=O)C1(NC(=O)C2CCCN(c3cnccn3)C2)CCCC1,-0.35223
COC(=O)C1(F)CCN(C(=O)c2cc(C)n(C(C)c3ccccc3)c2C)C1,COC(=O)C1(F)CCN(C(=O)c2cc(C)n(C(C)c3ccccc3)c2C)C1,-6.2949
Cc1ccc(C[NH+]2CCC3(CC2)N=C(c2ccc(C)c(C)c2)C(=O)N3)c(C)c1,Cc1ccc(C[NH+]2CCC3(CC2)N=C(c2ccc(C)c(C)c2)C(=O)N3)c(C)c1,3.7193
CN(Cc1ccccc1)C(=O)C1CCCN1S(=O)(=O)c1cccc2nsnc12,CN(Cc1ccccc1)C(=O)C1CCCN1S(=O)(=O)c1cccc2nsnc12,7.8993
CCC([NH3+])Cc1cnc(C2CN(CC)CCO2)nc1,CCC([NH3+])Cc1cnc(C2CN(CC)CCO2)nc1,4.1869
Cc1ccc(CC(=O)N2CC[NH+](C3CCCC3)CC2)cn1,Cc1ccc(CC(=O)N2CC[NH+](C3CCCC3)CC2)cn1,0.49084
COc1cccc(CNC(=O)C2CN(C(=O)c3c[nH]c4ccccc34)C2)c1,COc1cccc(CNC(=O)C2CN(C(=O)c3c[nH]c4ccccc34)C2)c1,5.2176
CC(=O)N1CCc2cc(S(=O)(=O)NC(C(=O)Nc3ccc4c(c3)OCCO4)C(C)C)ccc21,CC(=O)N1CCc2cc(S(=O)(=O)NC(C(=O)Nc3ccc4c(c3)OCCO4)C(C)C)ccc21,-3.79
CCC(CC)C(=O)Cc1cccc(F)c1F,CCC(CC)C(=O)Cc1cccc(F)c1F,-0.69503
COCc1nc2n(n1)CC([NH2+]C(C)c1cccnc1Cl)CC2,COCc1nc2n(n1)CC([NH2+]C(C)c1cccnc1Cl)CC2,2.3047
Cc1ccccc1NC(=O)C1CCN(c2nc3ccccc3s2)CC1,Cc1ccccc1NC(=O)C1CCN(c2nc3ccccc3s2)CC1,6.2356
CCOCCOC1CCN(C(=O)C2CCOC2C)C1,CCOCCOC1CCN(C(=O)C2CCOC2C)C1,-2.886
CCCNC(=O)CN(C)C(=O)CN1CCC([NH3+])C(C)C1,CCCNC(=O)CN(C)C(=O)CN1CCC([NH3+])C(C)C1,5.9393
CC(C)(CNC(=O)C(=O)Nc1nn(C(C)(C)C)cc1C#N)C1CCCC1,CC(C)(CNC(=O)C(=O)Nc1nn(C(C)(C)C)cc1C#N)C1CCCC1,-5.0407
O=C(Cn1c(-c2ccncc2)nc2ccccc21)NCCc1ccccc1,O=C(Cn1c(-c2ccncc2)nc2ccccc21)NCCc1ccccc1,3.4479
CCC1(CC)C(=O)NC(=[NH+]CCO)NC1=O,CCC1(CC)C(=O)NC(=[NH+]CCO)NC1=O,3.6308
CCC(C)c1ccccc1Oc1nc(Cl)ncc1F,CCC(C)c1ccccc1Oc1nc(Cl)ncc1F,-2.206
CCC(C#N)N1CCN(C(=O)N2CCC(C)CC2)CC1,CCC(C#N)N1CCN(C(=O)N2CCC(C)CC2)CC1,2.2476
CNS(=O)(=O)c1cc(NC(=O)Nc2cnn(C)c2)ccc1C,CNS(=O)(=O)c1cc(NC(=O)Nc2cnn(C)c2)ccc1C,2.7033
NC(=O)C1([NH2+]C2CC2)CCCC(OCC(F)(F)F)C1,NC(=O)C1([NH2+]C2CC2)CCCC(OCC(F)(F)F)C1,-8.0648
COc1ccc(Cn2ccc(=O)c3sccc32)cc1[N+](=O)[O-],COc1ccc(Cn2ccc(=O)c3sccc32)cc1[N+](=O)[O-],-0.82896
COc1ccc(CN2C(=O)C(CCC(=O)Nc3ccc(Cl)c(Cl)c3)N=C2O)cc1,COc1ccc(CN2C(=O)C(CCC(=O)Nc3ccc(Cl)c(Cl)c3)N=C2O)cc1,4.5497
CCc1ccc(NC(=O)CSc2nc3ccccc3n3cnnc23)cc1,CCc1ccc(NC(=O)CSc2nc3ccccc3n3cnnc23)cc1,4.0799
N#CCN(C(=O)CSCc1ccc(C#N)cc1)C1CCCC1,N#CCN(C(=O)CSCc1ccc(C#N)cc1)C1CCCC1,-3.3201
O=C(Nc1ccc(Br)cc1)Nc1cccc(Br)c1,O=C(Nc1ccc(Br)cc1)Nc1cccc(Br)c1,-1.8079
COc1ccc(OC)c(NC(=O)C2CC3CCCN3C23C(=O)Nc2c(Cl)cccc23)c1,COc1ccc(OC)c(NC(=O)C2CC3CCCN3C23C(=O)Nc2c(Cl)cccc23)c1,5.3679
N#Cc1ccccc1NC=CC(=O)c1ccc(Br)cc1,N#Cc1ccccc1NC=CC(=O)c1ccc(Br)cc1,-5.4847
CC(=O)c1ccc(OCC(=O)Nc2ccccc2C(F)(F)F)cc1,CC(=O)c1ccc(OCC(=O)Nc2ccccc2C(F)(F)F)cc1,-6.6094
COc1cc(OC)c(N=Cc2cccs2)cc1Cl,COc1cc(OC)c(N=Cc2cccs2)cc1Cl,2.2862
c1cc(C[NH+]2CCC(n3cc(C[NH+]4CCCC4)nn3)CC2)cs1,c1cc(C[NH+]2CCC(n3cc(C[NH+]4CCCC4)nn3)CC2)cs1,-3.2136
CCC(=O)OCC(O)CN1CCOCC1,CCC(=O)OCC(O)CN1CCOCC1,4.5454
Cc1cc(CC(=O)N2CCCc3cc(F)cc(F)c32)no1,Cc1cc(CC(=O)N2CCCc3cc(F)cc(F)c32)no1,0.18727
Cc1nc2ccc(N(C)C(=O)CCc3c(F)cccc3F)cc2s1,Cc1nc2ccc(N(C)C(=O)CCc3c(F)cccc3F)cc2s1,0.99163
COc1c(C)cnc(CNC(=O)NCc2ccc(C(N)=O)o2)c1C,COc1c(C)cnc(CNC(=O)NCc2ccc(C(N)=O)o2)c1C,3.4139
CC(Cn1cccn1)OC(=O)CCc1cc(F)ccc1F,CC(Cn1cccn1)OC(=O)CCc1cc(F)ccc1F,-2.7613
CC(C)CC(CNC(=O)c1ccc(F)nc1)NC(=O)c1ccc(F)nc1,CC(C)CC(CNC(=O)c1ccc(F)nc1)NC(=O)c1ccc(F)nc1,1.7004
Cc1ccccc1C(=O)NC(C(=O)Nc1nc(-c2ccc[nH]2)cs1)C(C)C,Cc1ccccc1C(=O)NC(C(=O)Nc1nc(-c2ccc[nH]2)cs1)C(C)C,5.4348
CCCCN(C)C(=O)NCC(C)Oc1ccccc1Cl,CCCCN(C)C(=O)NCC(C)Oc1ccccc1Cl,2.1496
CCC(NC(=O)N1CCOC(c2cccc(F)c2)C1)c1ccncc1,CCC(NC(=O)N1CCOC(c2cccc(F)c2)C1)c1ccncc1,3.92
OC(C1CC[NH+](Cc2cccc(OCc3ccccn3)c2)CC1)C(F)(F)F,OC(C1CC[NH+](Cc2cccc(OCc3ccccn3)c2)CC1)C(F)(F)F,-11.713
O=C1OCCC1Sc1nnc(Nc2ccccc2)s1,O=C1OCCC1Sc1nnc(Nc2ccccc2)s1,3.881
COc1ccc(OC)c(S(=O)(=O)N2CCN(c3cc(C)ccc3C)CC2)c1,COc1ccc(OC)c(S(=O)(=O)N2CCN(c3cc(C)ccc3C)CC2)c1,3.1283
CC1CC2CCCCC2[NH+]1Cc1nc2cc([N+](=O)[O-])ccc2o1,CC1CC2CCCCC2[NH+]1Cc1nc2cc([N+](=O)[O-])ccc2o1,-10.017
COc1cc(C[NH2+]C(C)c2cnn(-c3cccc(F)c3)c2C)c(Cl)cc1O,COc1cc(C[NH2+]C(C)c2cnn(-c3cccc(F)c3)c2C)c(Cl)cc1O,2.2707
CC(=NNC(=O)c1ccc(NC(=O)C2CC2)cc1)c1cc(O)ccc1O,CC(=NNC(=O)c1ccc(NC(=O)C2CC2)cc1)c1cc(O)ccc1O,5.4751
Cc1cnc(NC(=O)Cc2ccc(NC(=O)c3ccc(Br)o3)cc2)s1,Cc1cnc(NC(=O)Cc2ccc(NC(=O)c3ccc(Br)o3)cc2)s1,0.61806
Cc1ccc(F)cc1NC(=O)C(C)ON=Cc1ccccc1OC(C)C,Cc1ccc(F)cc1NC(=O)C(C)ON=Cc1ccccc1OC(C)C,1.0217
COc1ccc(OC)c(-n2c(C)c(C)n3c4c(=O)n(C(C)C(C)=O)c(=O)n(C)c4nc23)c1,COc1ccc(OC)c(-n2c(C)c(C)n3c4c(=O)n(C(C)C(C)=O)c(=O)n(C)c4nc23)c1,0.99849
O=C(CC1(Cc2ccc(Br)cc2)C(=O)c2ccccc2C1=O)c1ccccc1,O=C(CC1(Cc2ccc(Br)cc2)C(=O)c2ccccc2C1=O)c1ccccc1,-1.4134
COc1cccc(C(=O)NNC(=O)c2c[nH]c3ccccc23)c1F,COc1cccc(C(=O)NNC(=O)c2c[nH]c3ccccc23)c1F,1.7098
N#Cc1cccc(OCCC[NH+]2CCCC2)c1,N#Cc1cccc(OCCC[NH+]2CCCC2)c1,-7.4093
Cc1ccc(S(=O)(=O)c2nc(N)sc2Cl)cc1,Cc1ccc(S(=O)(=O)c2nc(N)sc2Cl)cc1,-8.0266
Cn1c(=O)c(C(=O)Nc2ccccc2)nc2ccccc21,Cn1c(=O)c(C(=O)Nc2ccccc2)nc2ccccc21,4.8634
C=C1C=C(O)N2C(=NC(NCc3ccccc3)=NC2c2ccccc2OC)N1,C=C1C=C([O-])N2C(=NC(NCc3ccccc3)=[NH+]C2c2ccccc2OC)N1,0.039865
COC(=O)c1ccc(OCC(=O)NCc2cccs2)cc1,COC(=O)c1ccc(OCC(=O)NCc2cccs2)cc1,1.1623
N#Cc1cccc(C[NH+]2CCC(CNc3nccc4nc(C(F)(F)F)ccc34)CC2)c1,N#Cc1cccc(C[NH+]2CCC(CNc3nccc4nc(C(F)(F)F)ccc34)CC2)c1,-10.883
COc1ccc(C(=O)CN2CCCc3cc(C)ccc32)cc1,COc1ccc(C(=O)CN2CCCc3cc(C)ccc32)cc1,1.9549
COC(=O)C1CCCC1NC(=O)Nc1ccc(Cl)cc1F,COC(=O)C1CCCC1NC(=O)Nc1ccc(Cl)cc1F,-4.1219
CCn1c(=O)n(CC(=O)NCc2ccc(F)c(C)c2)c2ccccc21,CCn1c(=O)n(CC(=O)NCc2ccc(F)c(C)c2)c2ccccc21,3.6213
Cc1cc(C)cc(CN2CCN(C(=O)c3c4c(nn3C)CCCC4)CC2=O)c1,Cc1cc(C)cc(CN2CCN(C(=O)c3c4c(nn3C)CCCC4)CC2=O)c1,2.0262
CC(=O)NCc1ccc(C(=O)N2CCN(c3ncccc3F)CC2)s1,CC(=O)NCc1ccc(C(=O)N2CCN(c3ncccc3F)CC2)s1,7.6119
CCCc1cc(NC(=O)N2CCCC2CC(O)c2cccs2)n(C)n1,CCCc1cc(NC(=O)N2CCCC2CC(O)c2cccs2)n(C)n1,5.988
CN(C(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c1ccc2ccccc2c1,CN(C(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c1ccc2ccccc2c1,-2.8067
COc1cc(C#N)ccc1OC(C)c1nnc(-c2cccc(C)c2)o1,COc1cc(C#N)ccc1OC(C)c1nnc(-c2cccc(C)c2)o1,-3.4482
CC(C)c1nn(C)c2sc(C(=O)Nc3nc[nH]n3)cc12,CC(C)c1nn(C)c2sc(C(=O)Nc3nc[nH]n3)cc12,6.2727
CCC1(C(=O)O)CCCN(C(=O)c2ccc(CN3CCCC3)cc2)C1,CCC1(C(=O)[O-])CCCN(C(=O)c2ccc(C[NH+]3CCCC3)cc2)C1,3.8593
CCN(C(=O)c1sc(NC(=O)c2ccco2)cc1C)C(C)C(C)C,CCN(C(=O)c1sc(NC(=O)c2ccco2)cc1C)C(C)C(C)C,4.5342
Cc1ccc(-c2nc(COC(=O)c3cccc(Cl)c3N)no2)cc1,Cc1ccc(-c2nc(COC(=O)c3cccc(Cl)c3N)no2)cc1,1.1958
CCN(CC)C(=O)C(=O)Nc1cccc(Br)c1,CCN(CC)C(=O)C(=O)Nc1cccc(Br)c1,1.2971
CN1NC(C2NN(C)C(=O)N(C)N2)NN(C)C1=O,CN1NC(C2NN(C)C(=O)N(C)N2)NN(C)C1=O,0.27
O=C(c1cccc(F)c1)N1CCCN(c2nc3ccccc3c3nnc(-c4cccs4)n23)CC1,O=C(c1cccc(F)c1)N1CCCN(c2nc3ccccc3c3nnc(-c4cccs4)n23)CC1,5.7101
CCC(CCO)NC(=O)NCC1CCC[NH+](C)C1c1cccs1,CCC(CCO)NC(=O)NCC1CCC[NH+](C)C1c1cccs1,2.4939
CCC(NC(=O)C(=O)Nc1cc(Cl)cc(Cl)c1)c1ccncc1,CCC(NC(=O)C(=O)Nc1cc(Cl)cc(Cl)c1)c1ccncc1,1.5058
CCc1nn(C)cc1NC(=O)NC1COc2ccccc21,CCc1nn(C)cc1NC(=O)NC1COc2ccccc21,3.4772
COC(c1ccc(Cl)cc1)C(C)NC(=O)C(=O)Nc1ccccc1C,COC(c1ccc(Cl)cc1)C(C)NC(=O)C(=O)Nc1ccccc1C,2.1133
CC[NH+]1CCC(CCNC(=O)C(=O)Nc2ccc(N(C)C)c(C)c2)CC1,CC[NH+]1CCC(CCNC(=O)C(=O)Nc2ccc(N(C)C)c(C)c2)CC1,1.3836
Cc1c(CNC2CCC(=O)N(C)C2=O)cnn1C,Cc1c(CNC2CCC(=O)N(C)C2=O)cnn1C,6.8657
Cc1cccc(C)c1NC(=O)COc1cccc(C[NH3+])c1,Cc1cccc(C)c1NC(=O)COc1cccc(C[NH3+])c1,-0.81034
CC1CN(C(=O)C(C)n2cncn2)C(C)CN1C(=O)OC(C)(C)C,CC1CN(C(=O)C(C)n2cncn2)C(C)CN1C(=O)OC(C)(C)C,-28.13
N#CC1CCCCC1[NH2+]CC1CN2CCCC2CO1,N#CC1CCCCC1[NH2+]CC1CN2CCCC2CO1,-4.8991
CCS(=O)(=O)C(C(C)C)S(=O)(=O)CC,CCS(=O)(=O)C(C(C)C)S(=O)(=O)CC,-0.6153
O=C1OC2C3CC(C2Sc2ccccc2)C(C(=O)[O-])C13,O=C1OC2C3CC(C2Sc2ccccc2)C(C(=O)[O-])C13,2.2142
Cn1cc(C(=O)N2CCCC(C)(c3ccccc3)C2)c(=O)[nH]c1=O,Cn1cc(C(=O)N2CCCC(C)(c3ccccc3)C2)c(=O)[nH]c1=O,4.7127
O=C(NCCc1c[nH]c2ccccc12)N1CCCC2CCCC21,O=C(NCCc1c[nH]c2ccccc12)N1CCCC2CCCC21,1.6833
CCOc1ccccc1C(=O)N1CCC(C)Sc2ccccc21,CCOc1ccccc1C(=O)N1CCC(C)Sc2ccccc21,3.5102
Cc1nc(CSCC(=O)N2CCCC2c2cccs2)sc1C,Cc1nc(CSCC(=O)N2CCCC2c2cccs2)sc1C,4.3684
CCOCCC(=O)N(C)C(C)c1ccncc1,CCOCCC(=O)N(C)C(C)c1ccncc1,2.6812
Cc1cc(OCC(=O)Nc2c(C)cccc2C)cc(C)c1Cl,Cc1cc(OCC(=O)Nc2c(C)cccc2C)cc(C)c1Cl,0.72892
CC[NH+](CC)CC1CCN(Cc2cc(C)ccc2O)C1,CC[NH+](CC)CC1CCN(Cc2cc(C)ccc2O)C1,1.3079
CCc1nc(CNc2ccc(C(=O)N3CCCCC3C)c(Cl)c2)no1,CCc1nc(CNc2ccc(C(=O)N3CCCCC3C)c(Cl)c2)no1,3.4894
Cc1ccccc1C(=O)ON=C(N)c1ccncc1,Cc1ccccc1C(=O)ON=C(N)c1ccncc1,-2.7758
CC1CN(C(=O)Nc2cnn(C(C)(C)C)c2)CC(C)S1,CC1CN(C(=O)Nc2cnn(C(C)(C)C)c2)CC(C)S1,6.7608
O=C(CC1C(=O)Nc2c(-c3ccccc3)cnn21)Nc1cccc(F)c1,O=C(CC1C(=O)Nc2c(-c3ccccc3)cnn21)Nc1cccc(F)c1,5.1893
CC1CCCC(C(O)c2cc(F)cc(Br)c2)C1,CC1CCCC(C(O)c2cc(F)cc(Br)c2)C1,-6.2805
O=C(Nc1nc(-c2nc3ccccc3s2)cs1)C1CCCN1S(=O)(=O)c1ccc(F)cc1,O=C(Nc1nc(-c2nc3ccccc3s2)cs1)C1CCCN1S(=O)(=O)c1ccc(F)cc1,5.5025
C[N+]([O-])=CC1=C(O)CC(C)(C)CC1=O,C[N+]([O-])=CC1=C(O)CC(C)(C)CC1=O,-2.1263
Cc1noc(C)c1S(=O)(=O)NCc1ccc(S(N)(=O)=O)cc1,Cc1noc(C)c1S(=O)(=O)NCc1ccc(S(N)(=O)=O)cc1,3.162
Cn1nc(N2CCC(CC(=O)[O-])CC2)c(=O)n(C)c1=O,Cn1nc(N2CCC(CC(=O)[O-])CC2)c(=O)n(C)c1=O,6.637
O=C(Nc1ccc2c(c1)COC2)C(=O)NC1CC2(CCCC2)Oc2ccccc21,O=C(Nc1ccc2c(c1)COC2)C(=O)NC1CC2(CCCC2)Oc2ccccc21,-2.9024
COc1cccc(C[NH+](C)Cc2cccn2C)c1O,COc1cccc(C[NH+](C)Cc2cccn2C)c1O,1.8782
CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)Nc1ccc([N+](=O)[O-])cc1,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)Nc1ccc([N+](=O)[O-])cc1,-5.3194
